6,160,5
1,1,2,1
2,1,2,0
3,1,2,0
4,1,2,2
5,1,2,5
6,1,2,6
1,1,3,9
2,1,3,9
3,1,3,7
4,1,3,8
5,1,3,9
6,1,3,6
1,1,4,2
2,1,4,0
3,1,4,3
4,1,4,1
5,1,4,1
6,1,4,0
1,1,5,3
2,1,5,4
3,1,5,2
4,1,5,2
5,1,5,0
6,1,5,2
1,1,6,3
2,1,6,2
3,1,6,1
4,1,6,0
5,1,6,0
6,1,6,0
1,1,7,3
2,1,7,0
3,1,7,0
4,1,7,3
5,1,7,5
6,1,7,5
1,1,8,6
2,1,8,3
3,1,8,4
4,1,8,1
5,1,8,1
6,1,8,0
1,1,9,10
2,1,9,7
3,1,9,4
4,1,9,3
5,1,9,0
6,1,9,0
1,1,10,7
2,1,10,6
3,1,10,4
4,1,10,4
5,1,10,3
6,1,10,6
1,1,11,15
2,1,11,17
3,1,11,14
4,1,11,11
5,1,11,12
6,1,11,11
1,1,12,11
2,1,12,13
3,1,12,10
4,1,12,9
5,1,12,9
6,1,12,6
1,1,13,0
2,1,13,0
3,1,13,0
4,1,13,0
5,1,13,3
6,1,13,1
1,1,14,0
2,1,14,0
3,1,14,0
4,1,14,0
5,1,14,1
6,1,14,3
1,1,15,0
2,1,15,0
3,1,15,0
4,1,15,1
5,1,15,1
6,1,15,3
1,1,16,7
2,1,16,5
3,1,16,4
4,1,16,4
5,1,16,4
6,1,16,4
1,1,17,8
2,1,17,5
3,1,17,8
4,1,17,7
5,1,17,4
6,1,17,7
1,1,18,5
2,1,18,3
3,1,18,5
4,1,18,2
5,1,18,5
6,1,18,4
1,1,19,1
2,1,19,0
3,1,19,2
4,1,19,4
5,1,19,3
6,1,19,2
1,1,20,11
2,1,20,9
3,1,20,8
4,1,20,6
5,1,20,9
6,1,20,7
1,1,21,11
2,1,21,8
3,1,21,5
4,1,21,3
5,1,21,1
6,1,21,3
1,1,22,3
2,1,22,0
3,1,22,0
4,1,22,2
5,1,22,3
6,1,22,0
1,1,23,8
2,1,23,6
3,1,23,6
4,1,23,7
5,1,23,4
6,1,23,6
1,1,24,4
2,1,24,7
3,1,24,6
4,1,24,3
5,1,24,0
6,1,24,1
1,1,25,3
2,1,25,0
3,1,25,1
4,1,25,4
5,1,25,5
6,1,25,7
1,1,26,9
2,1,26,10
3,1,26,9
4,1,26,6
5,1,26,3
6,1,26,1
1,1,27,5
2,1,27,3
3,1,27,0
4,1,27,1
5,1,27,3
6,1,27,1
1,1,28,7
2,1,28,4
3,1,28,4
4,1,28,6
5,1,28,4
6,1,28,4
1,1,29,4
2,1,29,3
3,1,29,3
4,1,29,2
5,1,29,3
6,1,29,1
1,1,30,0
2,1,30,1
3,1,30,0
4,1,30,1
5,1,30,2
6,1,30,3
1,1,31,3
2,1,31,4
3,1,31,2
4,1,31,3
5,1,31,2
6,1,31,1
1,1,32,3
2,1,32,2
3,1,32,2
4,1,32,1
5,1,32,0
6,1,32,1
1,1,33,10
2,1,33,7
3,1,33,4
4,1,33,2
5,1,33,2
6,1,33,4
1,1,34,12
2,1,34,13
3,1,34,14
4,1,34,15
5,1,34,17
6,1,34,14
1,1,35,1
2,1,35,1
3,1,35,3
4,1,35,2
5,1,35,1
6,1,35,0
1,1,36,3
2,1,36,2
3,1,36,2
4,1,36,0
5,1,36,1
6,1,36,2
1,1,37,9
2,1,37,8
3,1,37,9
4,1,37,6
5,1,37,3
6,1,37,1
1,1,38,1
2,1,38,1
3,1,38,0
4,1,38,2
5,1,38,2
6,1,38,0
1,1,39,7
2,1,39,4
3,1,39,2
4,1,39,3
5,1,39,0
6,1,39,0
1,1,40,0
2,1,40,2
3,1,40,1
4,1,40,0
5,1,40,1
6,1,40,1
1,1,41,11
2,1,41,13
3,1,41,10
4,1,41,8
5,1,41,7
6,1,41,7
1,1,42,9
2,1,42,6
3,1,42,4
4,1,42,4
5,1,42,1
6,1,42,0
1,1,43,4
2,1,43,1
3,1,43,2
4,1,43,0
5,1,43,2
6,1,43,3
1,1,44,4
2,1,44,1
3,1,44,0
4,1,44,2
5,1,44,2
6,1,44,2
1,1,45,3
2,1,45,0
3,1,45,1
4,1,45,2
5,1,45,3
6,1,45,4
1,1,46,4
2,1,46,1
3,1,46,2
4,1,46,1
5,1,46,0
6,1,46,0
1,1,47,6
2,1,47,4
3,1,47,1
4,1,47,2
5,1,47,1
6,1,47,0
1,1,48,4
2,1,48,1
3,1,48,0
4,1,48,0
5,1,48,1
6,1,48,3
1,1,49,2
2,1,49,2
3,1,49,2
4,1,49,3
5,1,49,1
6,1,49,1
1,1,50,6
2,1,50,4
3,1,50,4
4,1,50,5
5,1,50,7
6,1,50,4
1,1,51,1
2,1,51,2
3,1,51,0
4,1,51,0
5,1,51,3
6,1,51,1
1,1,52,3
2,1,52,2
3,1,52,3
4,1,52,2
5,1,52,3
6,1,52,0
1,1,53,2
2,1,53,0
3,1,53,0
4,1,53,2
5,1,53,0
6,1,53,2
1,1,54,2
2,1,54,1
3,1,54,1
4,1,54,0
5,1,54,0
6,1,54,0
1,1,55,0
2,1,55,1
3,1,55,0
4,1,55,0
5,1,55,0
6,1,55,1
1,1,56,0
2,1,56,0
3,1,56,1
4,1,56,0
5,1,56,1
6,1,56,1
1,1,57,1
2,1,57,1
3,1,57,1
4,1,57,1
5,1,57,2
6,1,57,4
1,1,58,7
2,1,58,4
3,1,58,5
4,1,58,2
5,1,58,0
6,1,58,2
1,1,59,6
2,1,59,5
3,1,59,2
4,1,59,2
5,1,59,0
6,1,59,2
1,1,60,1
2,1,60,0
3,1,60,0
4,1,60,2
5,1,60,1
6,1,60,0
1,1,61,6
2,1,61,6
3,1,61,4
4,1,61,3
5,1,61,2
6,1,61,0
1,1,62,17
2,1,62,15
3,1,62,13
4,1,62,10
5,1,62,11
6,1,62,8
1,1,63,10
2,1,63,10
3,1,63,11
4,1,63,9
5,1,63,9
6,1,63,6
1,1,64,8
2,1,64,7
3,1,64,6
4,1,64,3
5,1,64,0
6,1,64,0
1,1,65,2
2,1,65,1
3,1,65,2
4,1,65,2
5,1,65,3
6,1,65,3
1,1,66,11
2,1,66,10
3,1,66,10
4,1,66,8
5,1,66,7
6,1,66,4
1,1,67,8
2,1,67,7
3,1,67,6
4,1,67,4
5,1,67,5
6,1,67,3
1,1,68,4
2,1,68,1
3,1,68,2
4,1,68,1
5,1,68,0
6,1,68,0
1,1,69,4
2,1,69,4
3,1,69,4
4,1,69,5
5,1,69,5
6,1,69,4
1,1,70,5
2,1,70,5
3,1,70,3
4,1,70,6
5,1,70,7
6,1,70,4
1,1,71,2
2,1,71,5
3,1,71,5
4,1,71,4
5,1,71,3
6,1,71,3
1,1,72,12
2,1,72,12
3,1,72,14
4,1,72,13
5,1,72,14
6,1,72,15
1,1,73,18
2,1,73,15
3,1,73,14
4,1,73,12
5,1,73,12
6,1,73,10
1,1,74,2
2,1,74,2
3,1,74,0
4,1,74,3
5,1,74,1
6,1,74,0
1,1,75,2
2,1,75,2
3,1,75,4
4,1,75,2
5,1,75,1
6,1,75,3
1,1,76,1
2,1,76,0
3,1,76,1
4,1,76,2
5,1,76,3
6,1,76,2
1,1,77,0
2,1,77,0
3,1,77,0
4,1,77,0
5,1,77,0
6,1,77,0
1,1,78,8
2,1,78,9
3,1,78,9
4,1,78,10
5,1,78,9
6,1,78,6
1,1,79,3
2,1,79,5
3,1,79,2
4,1,79,0
5,1,79,0
6,1,79,1
1,1,80,10
2,1,80,10
3,1,80,8
4,1,80,6
5,1,80,6
6,1,80,3
1,1,81,2
2,1,81,2
3,1,81,4
4,1,81,2
5,1,81,3
6,1,81,2
1,1,82,3
2,1,82,3
3,1,82,3
4,1,82,0
5,1,82,2
6,1,82,0
1,1,83,2
2,1,83,0
3,1,83,0
4,1,83,1
5,1,83,0
6,1,83,1
1,1,84,6
2,1,84,8
3,1,84,5
4,1,84,3
5,1,84,3
6,1,84,3
1,1,85,1
2,1,85,1
3,1,85,1
