6,100,5
1,1,2,7
2,1,2,7
3,1,2,7
4,1,2,9
5,1,2,9
6,1,2,9
1,1,3,16
2,1,3,17
3,1,3,17
4,1,3,16
5,1,3,15
6,1,3,14
1,1,4,9
2,1,4,10
3,1,4,13
4,1,4,12
5,1,4,13
6,1,4,14
1,1,5,15
2,1,5,17
3,1,5,18
4,1,5,17
5,1,5,16
6,1,5,17
1,1,6,11
2,1,6,9
3,1,6,10
4,1,6,10
5,1,6,10
6,1,6,9
1,1,7,9
2,1,7,7
3,1,7,6
4,1,7,7
5,1,7,7
6,1,7,7
1,1,8,16
2,1,8,15
3,1,8,15
4,1,8,15
5,1,8,15
6,1,8,17
1,1,9,15
2,1,9,16
3,1,9,16
4,1,9,16
5,1,9,14
6,1,9,15
1,1,10,12
2,1,10,11
3,1,10,11
4,1,10,11
5,1,10,13
6,1,10,14
1,1,11,10
2,1,11,8
3,1,11,9
4,1,11,8
5,1,11,6
6,1,11,7
1,1,12,8
2,1,12,7
3,1,12,9
4,1,12,11
5,1,12,11
6,1,12,13
1,1,13,9
2,1,13,7
3,1,13,6
4,1,13,6
5,1,13,7
6,1,13,8
1,1,14,12
2,1,14,11
3,1,14,8
4,1,14,8
5,1,14,7
6,1,14,6
1,1,15,11
2,1,15,11
3,1,15,12
4,1,15,13
5,1,15,13
6,1,15,14
1,1,16,10
2,1,16,10
3,1,16,8
4,1,16,12
5,1,16,13
6,1,16,12
1,1,17,5
2,1,17,6
3,1,17,7
4,1,17,8
5,1,17,6
6,1,17,7
1,1,18,8
2,1,18,11
3,1,18,11
4,1,18,11
5,1,18,12
6,1,18,14
1,1,19,11
2,1,19,12
3,1,19,12
4,1,19,13
5,1,19,15
6,1,19,17
1,1,20,15
2,1,20,13
3,1,20,12
4,1,20,14
5,1,20,15
6,1,20,15
1,1,21,15
2,1,21,16
3,1,21,15
4,1,21,14
5,1,21,15
6,1,21,15
1,1,22,11
2,1,22,9
3,1,22,9
4,1,22,10
5,1,22,11
6,1,22,12
1,1,23,7
2,1,23,9
3,1,23,9
4,1,23,9
5,1,23,8
6,1,23,8
1,1,24,9
2,1,24,9
3,1,24,9
4,1,24,8
5,1,24,7
6,1,24,8
1,1,25,9
2,1,25,9
3,1,25,9
4,1,25,7
5,1,25,7
6,1,25,8
1,1,26,13
2,1,26,13
3,1,26,12
4,1,26,11
5,1,26,11
6,1,26,11
1,1,27,14
2,1,27,14
3,1,27,14
4,1,27,14
5,1,27,16
6,1,27,18
1,1,28,5
2,1,28,5
3,1,28,7
4,1,28,6
5,1,28,6
6,1,28,5
1,1,29,11
2,1,29,13
3,1,29,12
4,1,29,12
5,1,29,12
6,1,29,13
1,1,30,12
2,1,30,12
3,1,30,11
4,1,30,13
5,1,30,13
6,1,30,13
1,1,31,14
2,1,31,15
3,1,31,17
4,1,31,16
5,1,31,15
6,1,31,16
1,1,32,8
2,1,32,8
3,1,32,7
4,1,32,9
5,1,32,9
6,1,32,10
1,1,33,9
2,1,33,8
3,1,33,8
4,1,33,7
5,1,33,6
6,1,33,6
1,1,34,1
2,1,34,2
3,1,34,0
4,1,34,2
5,1,34,6
6,1,34,5
1,1,35,9
2,1,35,9
3,1,35,10
4,1,35,11
5,1,35,8
6,1,35,7
1,1,36,3
2,1,36,1
3,1,36,2
4,1,36,4
5,1,36,2
6,1,36,2
1,1,37,16
2,1,37,16
3,1,37,16
4,1,37,16
5,1,37,18
6,1,37,16
1,1,38,11
2,1,38,9
3,1,38,10
4,1,38,10
5,1,38,9
6,1,38,8
1,1,39,8
2,1,39,8
3,1,39,9
4,1,39,9
5,1,39,11
6,1,39,11
1,1,40,11
2,1,40,12
3,1,40,13
4,1,40,15
5,1,40,15
6,1,40,15
1,1,41,11
2,1,41,10
3,1,41,10
4,1,41,9
5,1,41,7
6,1,41,7
1,1,42,4
2,1,42,5
3,1,42,4
4,1,42,2
5,1,42,1
6,1,42,1
1,1,43,9
2,1,43,9
3,1,43,9
4,1,43,9
5,1,43,10
6,1,43,10
1,1,44,7
2,1,44,6
3,1,44,7
4,1,44,8
5,1,44,8
6,1,44,9
1,1,45,12
2,1,45,11
3,1,45,11
4,1,45,9
5,1,45,8
6,1,45,7
1,1,46,7
2,1,46,9
