6,130,5
1,1,2,15
2,1,2,12
3,1,2,13
4,1,2,12
5,1,2,15
6,1,2,12
1,1,3,9
2,1,3,12
3,1,3,11
4,1,3,12
5,1,3,13
6,1,3,13
1,1,4,15
2,1,4,15
3,1,4,12
4,1,4,10
5,1,4,9
6,1,4,11
1,1,5,3
2,1,5,4
3,1,5,2
4,1,5,6
5,1,5,6
6,1,5,6
1,1,6,14
2,1,6,11
3,1,6,14
4,1,6,12
5,1,6,11
6,1,6,13
1,1,7,4
2,1,7,7
3,1,7,10
4,1,7,14
5,1,7,11
6,1,7,14
1,1,8,14
2,1,8,16
3,1,8,20
4,1,8,18
5,1,8,19
6,1,8,18
1,1,9,6
2,1,9,10
3,1,9,12
4,1,9,11
5,1,9,10
6,1,9,14
1,1,10,9
2,1,10,7
3,1,10,11
4,1,10,8
5,1,10,8
6,1,10,11
1,1,11,15
2,1,11,15
3,1,11,12
4,1,11,10
5,1,11,9
6,1,11,6
1,1,12,16
2,1,12,20
3,1,12,20
4,1,12,19
5,1,12,20
6,1,12,18
1,1,13,7
2,1,13,10
3,1,13,9
4,1,13,9
5,1,13,9
6,1,13,6
1,1,14,14
2,1,14,11
3,1,14,11
4,1,14,11
5,1,14,13
6,1,14,16
1,1,15,5
2,1,15,8
3,1,15,7
4,1,15,6
5,1,15,5
6,1,15,9
1,1,16,10
2,1,16,9
3,1,16,10
4,1,16,7
5,1,16,10
6,1,16,8
1,1,17,16
2,1,17,13
3,1,17,17
4,1,17,20
5,1,17,20
6,1,17,19
1,1,18,16
2,1,18,20
3,1,18,17
4,1,18,14
5,1,18,13
6,1,18,13
1,1,19,9
2,1,19,6
3,1,19,6
4,1,19,4
5,1,19,6
6,1,19,4
1,1,20,14
2,1,20,17
3,1,20,19
4,1,20,20
5,1,20,19
6,1,20,19
1,1,21,20
2,1,21,20
3,1,21,19
4,1,21,18
5,1,21,16
6,1,21,16
1,1,22,10
2,1,22,11
3,1,22,10
4,1,22,12
5,1,22,11
6,1,22,8
1,1,23,7
2,1,23,9
3,1,23,8
4,1,23,8
5,1,23,5
6,1,23,7
1,1,24,4
2,1,24,5
3,1,24,6
4,1,24,8
5,1,24,11
6,1,24,13
1,1,25,12
2,1,25,14
3,1,25,16
4,1,25,15
5,1,25,14
6,1,25,14
1,1,26,2
2,1,26,6
3,1,26,10
4,1,26,12
5,1,26,11
6,1,26,11
1,1,27,9
2,1,27,11
3,1,27,8
4,1,27,9
5,1,27,6
6,1,27,3
1,1,28,15
2,1,28,19
3,1,28,17
4,1,28,18
5,1,28,15
6,1,28,16
1,1,29,14
2,1,29,14
3,1,29,11
4,1,29,12
5,1,29,15
6,1,29,16
1,1,30,18
2,1,30,20
3,1,30,20
4,1,30,20
5,1,30,19
6,1,30,20
1,1,31,8
2,1,31,11
3,1,31,13
4,1,31,16
5,1,31,19
