6,70,5
1,1,2,6
2,1,2,4
3,1,2,8
4,1,2,10
5,1,2,13
6,1,2,15
1,1,3,8
2,1,3,9
3,1,3,13
4,1,3,14
5,1,3,15
6,1,3,15
1,1,4,3
2,1,4,7
3,1,4,7
4,1,4,11
5,1,4,15
6,1,4,13
1,1,5,8
2,1,5,9
3,1,5,13
4,1,5,15
5,1,5,16
6,1,5,19
1,1,6,3
2,1,6,2
3,1,6,6
4,1,6,3
5,1,6,7
6,1,6,7
1,1,7,3
2,1,7,3
3,1,7,1
4,1,7,3
5,1,7,0
6,1,7,4
1,1,8,1
2,1,8,4
3,1,8,4
4,1,8,3
5,1,8,6
6,1,8,8
1,1,9,5
2,1,9,4
3,1,9,4
4,1,9,5
5,1,9,3
6,1,9,3
1,1,10,14
2,1,10,12
3,1,10,13
4,1,10,15
5,1,10,13
6,1,10,11
1,1,11,4
2,1,11,5
3,1,11,3
4,1,11,3
5,1,11,1
6,1,11,4
1,1,12,15
2,1,12,13
3,1,12,12
4,1,12,11
5,1,12,13
6,1,12,15
1,1,13,17
2,1,13,18
3,1,13,18
4,1,13,19
5,1,13,20
6,1,13,19
1,1,14,12
2,1,14,13
3,1,14,16
4,1,14,17
5,1,14,14
6,1,14,13
1,1,15,20
2,1,15,18
3,1,15,18
4,1,15,19
5,1,15,20
6,1,15,19
1,1,16,7
2,1,16,4
3,1,16,8
4,1,16,6
5,1,16,7
6,1,16,8
1,1,17,5
2,1,17,3
3,1,17,2
4,1,17,2
5,1,17,6
6,1,17,3
1,1,18,4
2,1,18,4
3,1,18,5
4,1,18,6
5,1,18,9
6,1,18,11
1,1,19,0
2,1,19,4
3,1,19,3
4,1,19,2
5,1,19,0
6,1,19,1
1,1,20,8
2,1,20,7
3,1,20,7
4,1,20,11
5,1,20,15
6,1,20,15
1,1,21,13
2,1,21,16
3,1,21,16
4,1,21,15
5,1,21,18
6,1,21,20
1,1,22,9
2,1,22,9
3,1,22,9
4,1,22,6
5,1,22,6
6,1,22,10
1,1,23,8
2,1,23,11
3,1,23,13
4,1,23,13
5,1,23,14
6,1,23,17
1,1,24,1
2,1,24,2
3,1,24,2
4,1,24,4
5,1,24,3
6,1,24,0
1,1,25,12
2,1,25,10
3,1,25,7
4,1,25,4
5,1,25,6
6,1,25,8
1,1,26,12
2,1,26,13
3,1,26,11
4,1,26,12
5,1,26,16
6,1,26,20
1,1,27,17
2,1,27,15
3,1,27,17
4,1,27,20
5,1,27,20
6,1,27,20
1,1,28,7
2,1,28,9
3,1,28,6
4,1,28,10
5,1,28,12
6,1,28,13
1,1,29,2
2,1,29,6
3,1,29,7
4,1,29,6
5,1,29,6
6,1,29,3
1,1,30,18
2,1,30,15
3,1,30,15
4,1,30,19
5,1,30,19
6,1,30,19
1,1,31,8
2,1,31,10
3,1,31,14
4,1,31,15
5,1,31,18
6,1,31,20
1,1,32,17
2,1,32,19
3,1,32,20
4,1,32,19
5,1,32,16
6,1,32,17
1,1,33,3
2,1,33,2
3,1,33,2
4,1,33,4
5,1,33,8
6,1,33,6
1,1,34,10
2,1,34,11
3,1,34,8
4,1,34,5
5,1,34,8
6,1,34,7
1,1,35,8
2,1,35,5
3,1,35,8
4,1,35,12
5,1,35,12
6,1,35,13
1,1,36,1
2,1,36,3
3,1,36,5
4,1,36,7
5,1,36,10
6,1,36,9
1,1,37,4
2,1,37,2
3,1,37,3
4,1,37,5
5,1,37,2
6,1,37,1
1,1,38,10
2,1,38,8
3,1,38,6
4,1,38,10
5,1,38,7
6,1,38,4
1,1,39,2
2,1,39,2
3,1,39,2
4,1,39,4
5,1,39,2
6,1,39,0
1,1,40,7
2,1,40,10
3,1,40,12
4,1,40,16
5,1,40,17
6,1,40,16
1,1,41,10
2,1,41,14
3,1,41,17
4,1,41,15
5,1,41,19
6,1,41,19
1,1,42,15
2,1,42,18
3,1,42,20
4,1,42,18
5,1,42,20
6,1,42,20
1,1,43,4
2,1,43,1
3,1,43,4
4,1,43,6
5,1,43,3
6,1,43,3
1,1,44,13
2,1,44,17
3,1,44,15
4,1,44,14
5,1,44,13
6,1,44,15
1,1,45,5
2,1,45,6
3,1,45,7
4,1,45,11
5,1,45,15
