6,190,5
1,1,2,10
2,1,2,10
3,1,2,11
4,1,2,9
5,1,2,6
6,1,2,8
1,1,3,4
2,1,3,3
3,1,3,3
4,1,3,2
5,1,3,2
6,1,3,0
1,1,4,3
2,1,4,4
3,1,4,1
4,1,4,1
5,1,4,1
6,1,4,0
1,1,5,8
2,1,5,9
3,1,5,7
4,1,5,4
5,1,5,7
6,1,5,4
1,1,6,0
2,1,6,0
3,1,6,0
4,1,6,0
5,1,6,0
6,1,6,2
1,1,7,0
2,1,7,1
3,1,7,1
4,1,7,0
5,1,7,0
6,1,7,1
1,1,8,2
2,1,8,1
3,1,8,1
4,1,8,2
5,1,8,3
6,1,8,1
1,1,9,1
2,1,9,0
3,1,9,2
4,1,9,2
5,1,9,0
6,1,9,0
1,1,10,1
2,1,10,1
3,1,10,3
4,1,10,0
5,1,10,0
6,1,10,0
1,1,11,15
2,1,11,12
3,1,11,9
4,1,11,8
5,1,11,6
6,1,11,4
1,1,12,3
2,1,12,1
3,1,12,0
4,1,12,0
5,1,12,0
6,1,12,0
1,1,13,1
2,1,13,1
3,1,13,3
4,1,13,0
5,1,13,0
6,1,13,0
1,1,14,0
2,1,14,1
3,1,14,0
4,1,14,0
5,1,14,1
6,1,14,0
1,1,15,11
2,1,15,8
3,1,15,8
4,1,15,8
5,1,15,6
6,1,15,3
1,1,16,0
2,1,16,2
3,1,16,0
4,1,16,0
5,1,16,2
6,1,16,1
1,1,17,6
2,1,17,5
3,1,17,3
4,1,17,5
5,1,17,5
6,1,17,3
1,1,18,0
2,1,18,0
3,1,18,1
4,1,18,0
5,1,18,2
6,1,18,0
1,1,19,15
2,1,19,15
3,1,19,12
4,1,19,9
5,1,19,8
6,1,19,6
1,1,20,3
2,1,20,2
3,1,20,0
4,1,20,3
5,1,20,0
6,1,20,0
1,1,21,4
2,1,21,5
3,1,21,6
4,1,21,5
5,1,21,6
6,1,21,4
1,1,22,7
2,1,22,7
3,1,22,6
4,1,22,6
5,1,22,3
6,1,22,4
1,1,23,13
2,1,23,13
3,1,23,11
4,1,23,8
5,1,23,8
6,1,23,5
1,1,24,0
2,1,24,1
3,1,24,1
4,1,24,0
5,1,24,3
6,1,24,1
1,1,25,1
2,1,25,0
3,1,25,2
4,1,25,5
5,1,25,4
6,1,25,2
1,1,26,6
2,1,26,3
3,1,26,3
4,1,26,0
5,1,26,0
6,1,26,0
1,1,27,0
2,1,27,3
3,1,27,0
4,1,27,0
5,1,27,1
6,1,27,1
1,1,28,6
2,1,28,6
3,1,28,8
4,1,28,5
5,1,28,2
6,1,28,0
1,1,29,8
2,1,29,5
3,1,29,6
4,1,29,3
5,1,29,0
6,1,29,0
1,1,30,1
2,1,30,2
3,1,30,3
4,1,30,5
5,1,30,6
6,1,30,8
1,1,31,2
2,1,31,3
3,1,31,0
4,1,31,2
5,1,31,1
6,1,31,3
1,1,32,7
2,1,32,4
3,1,32,3
4,1,32,4
5,1,32,1
6,1,32,0
1,1,33,6
2,1,33,6
3,1,33,8
4,1,33,11
5,1,33,9
6,1,33,10
1,1,34,11
2,1,34,8
3,1,34,9
4,1,34,10
5,1,34,12
6,1,34,11
1,1,35,2
2,1,35,1
3,1,35,0
4,1,35,0
5,1,35,0
6,1,35,0
1,1,36,1
2,1,36,2
3,1,36,4
4,1,36,4
5,1,36,4
6,1,36,1
1,1,37,2
2,1,37,3
3,1,37,5
4,1,37,6
5,1,37,3
6,1,37,1
1,1,38,2
2,1,38,2
3,1,38,4
4,1,38,5
5,1,38,4
6,1,38,1
1,1,39,8
2,1,39,7
3,1,39,10
4,1,39,7
5,1,39,5
6,1,39,3
1,1,40,10
2,1,40,7
3,1,40,5
4,1,40,3
5,1,40,3
6,1,40,0
1,1,41,4
2,1,41,3
3,1,41,0
4,1,41,1
5,1,41,1
6,1,41,3
1,1,42,3
2,1,42,1
3,1,42,4
4,1,42,2
5,1,42,3
6,1,42,2
1,1,43,4
2,1,43,1
3,1,43,1
4,1,43,3
5,1,43,1
6,1,43,0
1,1,44,0
2,1,44,1
3,1,44,0
4,1,44,2
5,1,44,2
6,1,44,1
1,1,45,4
2,1,45,7
3,1,45,6
4,1,45,8
5,1,45,5
6,1,45,2
1,1,46,7
2,1,46,6
3,1,46,3
4,1,46,4
5,1,46,2
6,1,46,1
1,1,47,10
2,1,47,9
3,1,47,7
4,1,47,7
5,1,47,5
6,1,47,2
1,1,48,7
2,1,48,10
3,1,48,7
4,1,48,7
5,1,48,4
6,1,48,2
1,1,49,7
2,1,49,4
3,1,49,5
4,1,49,2
5,1,49,4
6,1,49,3
1,1,50,5
2,1,50,4
3,1,50,5
4,1,50,3
5,1,50,0
6,1,50,2
1,1,51,3
2,1,51,2
3,1,51,0
4,1,51,2
5,1,51,2
6,1,51,2
1,1,52,0
2,1,52,1
3,1,52,1
4,1,52,1
5,1,52,0
6,1,52,0
1,1,53,3
2,1,53,4
3,1,53,1
4,1,53,1
5,1,53,0
6,1,53,0
1,1,54,1
2,1,54,0
3,1,54,2
4,1,54,5
5,1,54,4
6,1,54,6
1,1,55,0
2,1,55,3
3,1,55,1
4,1,55,1
5,1,55,1
6,1,55,2
1,1,56,9
2,1,56,9
3,1,56,7
4,1,56,7
5,1,56,7
6,1,56,6
1,1,57,7
2,1,57,4
3,1,57,1
4,1,57,1
5,1,57,2
6,1,57,5
1,1,58,8
2,1,58,10
3,1,58,9
4,1,58,11
5,1,58,8
6,1,58,6
1,1,59,4
2,1,59,1
3,1,59,2
4,1,59,0
5,1,59,0
6,1,59,0
1,1,60,1
2,1,60,0
3,1,60,0
4,1,60,1
5,1,60,1
6,1,60,0
1,1,61,10
2,1,61,10
3,1,61,8
4,1,61,10
5,1,61,10
6,1,61,9
1,1,62,3
2,1,62,4
3,1,62,2
4,1,62,2
5,1,62,2
6,1,62,0
1,1,63,7
2,1,63,4
3,1,63,4
4,1,63,6
5,1,63,3
6,1,63,1
1,1,64,2
2,1,64,3
3,1,64,1
4,1,64,1
5,1,64,2
6,1,64,3
1,1,65,2
2,1,65,2
3,1,65,2
4,1,65,0
5,1,65,0
6,1,65,1
1,1,66,1
2,1,66,0
3,1,66,0
4,1,66,0
5,1,66,0
6,1,66,3
1,1,67,2
2,1,67,0
3,1,67,1
4,1,67,1
5,1,67,0
6,1,67,0
1,1,68,1
2,1,68,0
3,1,68,1
4,1,68,1
5,1,68,0
6,1,68,0
1,1,69,0
2,1,69,0
3,1,69,0
4,1,69,0
5,1,69,2
6,1,69,0
1,1,70,1
2,1,70,2
3,1,70,1
4,1,70,0
5,1,70,0
6,1,70,0
1,1,71,0
2,1,71,1
3,1,71,1
4,1,71,0
5,1,71,1
6,1,71,3
1,1,72,6
2,1,72,4
3,1,72,3
4,1,72,0
5,1,72,2
6,1,72,3
1,1,73,5
2,1,73,6
3,1,73,5
4,1,73,2
5,1,73,0
6,1,73,2
1,1,74,5
2,1,74,7
3,1,74,7
4,1,74,4
5,1,74,4
6,1,74,1
1,1,75,2
2,1,75,0
3,1,75,2
4,1,75,2
5,1,75,1
6,1,75,0
1,1,76,11
2,1,76,11
3,1,76,11
4,1,76,8
5,1,76,6
6,1,76,3
1,1,77,7
2,1,77,4
3,1,77,1
4,1,77,0
5,1,77,2
6,1,77,1
1,1,78,1
2,1,78,2
3,1,78,0
4,1,78,2
5,1,78,2
6,1,78,1
1,1,79,0
2,1,79,0
3,1,79,0
4,1,79,0
5,1,79,0
6,1,79,0
1,1,80,0
2,1,80,0
3,1,80,3
4,1,80,0
5,1,80,0
6,1,80,0
1,1,81,5
2,1,81,4
3,1,81,1
4,1,81,3
5,1,81,2
6,1,81,0
1,1,82,8
2,1,82,5
3,1,82,4
4,1,82,5
5,1,82,8
6,1,82,8
1,1,83,9
2,1,83,7
3,1,83,4
4,1,83,3
5,1,83,4
6,1,83,2
1,1,84,16
2,1,84,14
3,1,84,15
4,1,84,15
5,1,84,12
6,1,84,10
1,1,85,14
2,1,85,13
3,1,85,10
4,1,85,9
5,1,85,7
6,1,85,5
1,1,86,10
2,1,86,10
3,1,86,9
4,1,86,7
5,1,86,8
6,1,86,6
1,1,87,1
2,1,87,0
3,1,87,3
4,1,87,3
5,1,87,0
6,1,87,2
1,1,88,14
2,1,88,12
3,1,88,10
4,1,88,7
5,1,88,8
6,1,88,6
1,1,89,2
2,1,89,3
3,1,89,2
4,1,89,1
5,1,89,0
6,1,89,1
1,1,90,3
2,1,90,4
3,1,90,1
4,1,90,3
5,1,90,1
6,1,90,3
1,1,91,1
2,1,91,0
3,1,91,0
4,1,91,0
5,1,91,1
6,1,91,2
1,1,92,1
2,1,92,1
3,1,92,3
4,1,92,1
5,1,92,0
6,1,92,1
1,1,93,1
2,1,93,1
3,1,93,0
4,1,93,1
5,1,93,1
6,1,93,1
1,1,94,13
2,1,94,10
3,1,94,7
4,1,94,6
5,1,94,4
6,1,94,3
1,1,95,1
2,1,95,4
3,1,95,5
4,1,95,5
5,1,95,2
6,1,95,1
1,1,96,1
2,1,96,2
3,1,96,3
4,1,96,4
5,1,96,3
6,1,96,1
1,1,97,2
2,1,97,1
3,1,97,3
4,1,97,5
5,1,97,2
6,1,97,0
1,1,98,13
2,1,98,12
3,1,98,13
4,1,98,10
5,1,98,9
6,1,98,9
1,1,99,0
2,1,99,0
3,1,99,1
4,1,99,2
5,1,99,2
6,1,99,3
1,1,100,1
2,1,100,1
3,1,100,0
4,1,100,1
5,1,100,0
6,1,100,0
1,1,101,2
2,1,101,1
3,1,101,2
4,1,101,0
5,1,101,0
6,1,101,0
1,1,102,0
2,1,102,1
3,1,102,2
4,1,102,1
5,1,102,0
6,1,102,0
1,1,103,3
2,1,103,4
3,1,103,5
4,1,103,4
5,1,103,7
6,1,103,4
1,1,104,0
2,1,104,0
3,1,104,0
4,1,104,0
5,1,104,1
6,1,104,0
1,1,105,4
2,1,105,3
3,1,105,1
4,1,105,3
5,1,105,2
6,1,105,0
1,1,106,5
2,1,106,5
3,1,106,6
4,1,106,3
5,1,106,1
6,1,106,3
1,1,107,13
2,1,107,10
3,1,107,9
4,1,107,7
5,1,107,6
6,1,107,4
1,1,108,14
2,1,108,11
3,1,108,11
4,1,108,9
5,1,108,9
6,1,108,9
1,1,109,2
2,1,109,0
3,1,109,1
4,1,109,2
5,1,109,0
6,1,109,0
1,1,110,0
