6,130,5
1,1,2,15
2,1,2,14
3,1,2,15
4,1,2,17
5,1,2,16
6,1,2,17
1,1,3,15
2,1,3,16
3,1,3,14
4,1,3,16
5,1,3,15
6,1,3,14
1,1,4,14
2,1,4,15
3,1,4,16
4,1,4,13
5,1,4,13
6,1,4,12
1,1,5,9
2,1,5,10
3,1,5,10
4,1,5,10
5,1,5,11
6,1,5,11
1,1,6,12
2,1,6,10
3,1,6,9
4,1,6,8
5,1,6,8
6,1,6,8
1,1,7,10
2,1,7,9
3,1,7,10
4,1,7,12
5,1,7,12
6,1,7,14
1,1,8,11
2,1,8,9
3,1,8,11
4,1,8,12
5,1,8,11
6,1,8,10
1,1,9,7
2,1,9,6
3,1,9,6
4,1,9,6
5,1,9,5
6,1,9,3
1,1,10,10
2,1,10,10
3,1,10,11
4,1,10,10
5,1,10,11
6,1,10,11
1,1,11,7
2,1,11,6
3,1,11,6
4,1,11,7
5,1,11,8
6,1,11,7
1,1,12,11
2,1,12,10
3,1,12,9
4,1,12,8
5,1,12,9
6,1,12,8
1,1,13,7
2,1,13,8
3,1,13,8
4,1,13,10
5,1,13,8
6,1,13,9
1,1,14,5
2,1,14,5
3,1,14,6
4,1,14,5
5,1,14,5
6,1,14,5
1,1,15,10
2,1,15,8
3,1,15,8
4,1,15,7
5,1,15,4
6,1,15,2
1,1,16,11
2,1,16,11
3,1,16,11
4,1,16,13
5,1,16,14
6,1,16,13
1,1,17,10
2,1,17,10
3,1,17,9
4,1,17,11
5,1,17,11
6,1,17,12
1,1,18,2
2,1,18,2
3,1,18,3
4,1,18,3
5,1,18,3
6,1,18,3
1,1,19,8
2,1,19,9
3,1,19,8
4,1,19,5
5,1,19,7
6,1,19,8
1,1,20,9
2,1,20,9
3,1,20,7
4,1,20,6
5,1,20,5
6,1,20,6
1,1,21,2
2,1,21,2
3,1,21,3
4,1,21,2
5,1,21,3
6,1,21,4
1,1,22,11
2,1,22,10
3,1,22,10
4,1,22,13
5,1,22,14
6,1,22,13
1,1,23,10
2,1,23,10
3,1,23,11
4,1,23,11
5,1,23,10
6,1,23,7
1,1,24,6
2,1,24,7
3,1,24,7
4,1,24,8
5,1,24,9
6,1,24,9
1,1,25,13
2,1,25,14
3,1,25,15
4,1,25,14
5,1,25,14
6,1,25,14
1,1,26,13
2,1,26,13
3,1,26,14
4,1,26,13
5,1,26,12
6,1,26,10
1,1,27,6
2,1,27,6
3,1,27,8
4,1,27,9
5,1,27,11
6,1,27,10
1,1,28,5
2,1,28,5
3,1,28,5
4,1,28,5
5,1,28,4
6,1,28,4
1,1,29,10
2,1,29,7
3,1,29,7
4,1,29,8
5,1,29,9
6,1,29,7
1,1,30,11
2,1,30,11
3,1,30,12
4,1,30,12
