6,70,5
1,1,2,7
2,1,2,5
3,1,2,4
4,1,2,5
5,1,2,3
6,1,2,5
1,1,3,7
2,1,3,4
3,1,3,1
4,1,3,1
5,1,3,0
6,1,3,1
1,1,4,5
2,1,4,4
3,1,4,1
4,1,4,3
5,1,4,0
6,1,4,1
1,1,5,0
2,1,5,2
3,1,5,5
4,1,5,2
5,1,5,2
6,1,5,3
1,1,6,14
2,1,6,13
3,1,6,11
4,1,6,8
5,1,6,6
6,1,6,8
1,1,7,2
2,1,7,0
3,1,7,1
4,1,7,1
5,1,7,1
6,1,7,4
1,1,8,1
2,1,8,1
3,1,8,3
4,1,8,3
5,1,8,1
6,1,8,1
1,1,9,5
2,1,9,6
3,1,9,3
4,1,9,3
5,1,9,1
6,1,9,2
1,1,10,1
2,1,10,1
3,1,10,1
4,1,10,2
5,1,10,2
6,1,10,4
1,1,11,0
2,1,11,2
3,1,11,0
4,1,11,2
5,1,11,2
6,1,11,0
1,1,12,0
2,1,12,1
3,1,12,0
4,1,12,2
5,1,12,5
6,1,12,4
1,1,13,0
2,1,13,2
3,1,13,0
4,1,13,1
5,1,13,1
6,1,13,2
1,1,14,7
2,1,14,5
3,1,14,2
4,1,14,1
5,1,14,1
6,1,14,1
1,1,15,2
2,1,15,0
3,1,15,0
4,1,15,1
5,1,15,1
6,1,15,1
1,1,16,13
2,1,16,13
3,1,16,10
4,1,16,8
5,1,16,6
6,1,16,5
1,1,17,8
2,1,17,8
3,1,17,8
4,1,17,7
5,1,17,6
6,1,17,7
1,1,18,8
2,1,18,8
3,1,18,7
4,1,18,4
5,1,18,1
6,1,18,1
1,1,19,1
2,1,19,1
3,1,19,0
4,1,19,1
5,1,19,1
6,1,19,0
1,1,20,1
2,1,20,0
3,1,20,2
4,1,20,0
5,1,20,1
6,1,20,0
1,1,21,11
2,1,21,8
3,1,21,6
4,1,21,4
5,1,21,6
6,1,21,7
1,1,22,5
2,1,22,3
3,1,22,4
4,1,22,3
5,1,22,1
6,1,22,0
1,1,23,12
2,1,23,13
3,1,23,11
4,1,23,12
5,1,23,11
6,1,23,8
1,1,24,5
2,1,24,4
3,1,24,3
4,1,24,3
5,1,24,5
6,1,24,2
1,1,25,5
2,1,25,6
3,1,25,7
4,1,25,9
5,1,25,7
6,1,25,8
1,1,26,15
2,1,26,12
3,1,26,10
4,1,26,7
5,1,26,9
6,1,26,7
1,1,27,6
2,1,27,3
3,1,27,2
4,1,27,1
5,1,27,2
6,1,27,0
1,1,28,4
2,1,28,2
3,1,28,1
4,1,28,4
5,1,28,5
6,1,28,4
1,1,29,4
2,1,29,6
3,1,29,4
4,1,29,1
5,1,29,1
6,1,29,1
1,1,30,14
2,1,30,12
3,1,30,11
4,1,30,11
5,1,30,12
6,1,30,11
1,1,31,4
2,1,31,1
3,1,31,0
4,1,31,0
5,1,31,0
6,1,31,1
1,1,32,4
2,1,32,1
3,1,32,0
4,1,32,0
5,1,32,1
6,1,32,0
1,1,33,1
2,1,33,1
3,1,33,2
4,1,33,0
5,1,33,0
6,1,33,2
1,1,34,1
2,1,34,1
3,1,34,1
4,1,34,0
5,1,34,1
6,1,34,0
1,1,35,15
2,1,35,13
3,1,35,11
4,1,35,10
5,1,35,9
6,1,35,7
1,1,36,11
2,1,36,11
3,1,36,11
4,1,36,11
5,1,36,9
6,1,36,7
1,1,37,7
2,1,37,8
3,1,37,9
4,1,37,11
5,1,37,9
6,1,37,11
1,1,38,15
2,1,38,14
3,1,38,14
4,1,38,15
5,1,38,12
6,1,38,11
1,1,39,10
2,1,39,8
3,1,39,6
4,1,39,4
5,1,39,3
6,1,39,2
1,1,40,10
2,1,40,8
3,1,40,6
4,1,40,3
5,1,40,1
6,1,40,2
1,1,41,4
2,1,41,3
3,1,41,0
4,1,41,0
5,1,41,1
6,1,41,0
1,1,42,9
2,1,42,7
3,1,42,4
4,1,42,1
5,1,42,0
6,1,42,0
1,1,43,6
2,1,43,8
3,1,43,7
4,1,43,5
5,1,43,5
6,1,43,3
1,1,44,7
2,1,44,4
3,1,44,2
4,1,44,2
5,1,44,4
6,1,44,4
1,1,45,1
2,1,45,4
3,1,45,2
4,1,45,1
5,1,45,3
6,1,45,0
1,1,46,1
2,1,46,2
3,1,46,0
4,1,46,2
5,1,46,1
6,1,46,2
1,1,47,4
2,1,47,1
3,1,47,2
4,1,47,0
5,1,47,0
6,1,47,0
1,1,48,0
2,1,48,0
3,1,48,0
4,1,48,1
5,1,48,0
6,1,48,2
1,1,49,3
2,1,49,3
3,1,49,0
4,1,49,2
5,1,49,1
6,1,49,3
1,1,50,15
2,1,50,16
3,1,50,16
4,1,50,14
5,1,50,11
6,1,50,12
1,1,51,4
2,1,51,5
3,1,51,5
4,1,51,3
5,1,51,0
6,1,51,1
1,1,52,2
2,1,52,0
3,1,52,0
4,1,52,0
5,1,52,1
6,1,52,0
1,1,53,5
2,1,53,6
3,1,53,3
4,1,53,1
5,1,53,0
6,1,53,2
1,1,54,1
2,1,54,0
3,1,54,1
4,1,54,2
5,1,54,0
6,1,54,1
1,1,55,3
2,1,55,0
3,1,55,0
4,1,55,2
5,1,55,0
6,1,55,2
1,1,56,8
2,1,56,7
3,1,56,6
4,1,56,8
5,1,56,6
6,1,56,3
1,1,57,9
2,1,57,6
3,1,57,3
4,1,57,1
5,1,57,1
6,1,57,0
1,1,58,1
2,1,58,1
3,1,58,0
4,1,58,0
5,1,58,1
6,1,58,2
1,1,59,8
2,1,59,7
3,1,59,8
4,1,59,7
5,1,59,9
6,1,59,9
1,1,60,7
2,1,60,9
3,1,60,7
4,1,60,5
5,1,60,3
6,1,60,2
1,1,61,3
2,1,61,2
3,1,61,0
4,1,61,0
5,1,61,0
6,1,61,0
1,1,62,6
2,1,62,4
3,1,62,5
4,1,62,2
5,1,62,3
6,1,62,1
1,1,63,11
2,1,63,8
3,1,63,7
4,1,63,6
5,1,63,3
6,1,63,1
1,1,64,5
2,1,64,3
3,1,64,0
4,1,64,1
5,1,64,3
6,1,64,1
1,1,65,13
2,1,65,12
3,1,65,12
4,1,65,9
5,1,65,11
6,1,65,12
1,1,66,9
2,1,66,7
3,1,66,6
4,1,66,3
5,1,66,1
6,1,66,1
1,1,67,2
2,1,67,3
3,1,67,1
4,1,67,0
5,1,67,0
6,1,67,2
1,1,68,0
2,1,68,2
3,1,68,4
4,1,68,4
5,1,68,2
6,1,68,0
1,1,69,4
2,1,69,2
3,1,69,0
4,1,69,0
5,1,69,1
6,1,69,0
1,1,70,0
2,1,70,1
3,1,70,2
4,1,70,1
5,1,70,0
6,1,70,2
1,2,1,7
2,2,1,5
3,2,1,4
4,2,1,5
5,2,1,3
6,2,1,5
1,2,3,6
2,2,3,4
3,2,3,2
4,2,3,2
5,2,3,2
6,2,3,1
1,2,4,2
2,2,4,0
3,2,4,1
4,2,4,0
5,2,4,1
6,2,4,0
1,2,5,0
2,2,5,0
3,2,5,2
4,2,5,2
5,2,5,0
6,2,5,1
1,2,6,12
2,2,6,11
3,2,6,10
4,2,6,9
5,2,6,6
6,2,6,8
1,2,7,2
2,2,7,2
3,2,7,0
4,2,7,3
5,2,7,4
6,2,7,3
1,2,8,4
2,2,8,3
3,2,8,0
4,2,8,1
5,2,8,0
6,2,8,0
1,2,9,9
2,2,9,6
3,2,9,4
4,2,9,1
5,2,9,2
6,2,9,1
1,2,10,15
2,2,10,13
3,2,10,10
4,2,10,11
5,2,10,10
6,2,10,10
1,2,11,5
2,2,11,6
3,2,11,6
4,2,11,3
5,2,11,1
6,2,11,1
1,2,12,12
2,2,12,11
3,2,12,13
4,2,12,10
5,2,12,8
6,2,12,5
1,2,13,0
2,2,13,1
3,2,13,2
4,2,13,1
5,2,13,2
6,2,13,2
1,2,14,1
2,2,14,0
3,2,14,2
4,2,14,0
5,2,14,0
6,2,14,2
1,2,15,0
2,2,15,0
3,2,15,1
4,2,15,0
5,2,15,1
6,2,15,0
1,2,16,11
2,2,16,12
3,2,16,13
4,2,16,10
5,2,16,13
6,2,16,13
1,2,17,9
2,2,17,7
3,2,17,5
4,2,17,2
5,2,17,1
6,2,17,1
1,2,18,2
2,2,18,1
3,2,18,1
4,2,18,1
5,2,18,0
6,2,18,3
1,2,19,1
2,2,19,0
3,2,19,3
4,2,19,3
5,2,19,0
6,2,19,0
1,2,20,9
2,2,20,12
3,2,20,11
4,2,20,12
5,2,20,9
6,2,20,8
1,2,21,9
2,2,21,6
3,2,21,5
4,2,21,3
5,2,21,2
6,2,21,0
1,2,22,6
2,2,22,7
3,2,22,9
4,2,22,6
5,2,22,3
6,2,22,4
1,2,23,0
2,2,23,0
3,2,23,1
4,2,23,2
5,2,23,0
6,2,23,1
1,2,24,1
2,2,24,2
3,2,24,0
4,2,24,1
5,2,24,2
6,2,24,1
1,2,25,7
2,2,25,8
3,2,25,5
4,2,25,4
5,2,25,2
6,2,25,3
1,2,26,0
2,2,26,0
3,2,26,0
4,2,26,1
5,2,26,0
6,2,26,0
1,2,27,0
2,2,27,0
3,2,27,2
4,2,27,0
5,2,27,2
6,2,27,4
1,2,28,7
2,2,28,4
3,2,28,1
4,2,28,0
5,2,28,1
6,2,28,1
1,2,29,17
2,2,29,17
3,2,29,14
4,2,29,15
5,2,29,12
6,2,29,9
1,2,30,5
2,2,30,7
3,2,30,6
4,2,30,8
5,2,30,8
6,2,30,7
1,2,31,5
2,2,31,8
3,2,31,5
4,2,31,3
5,2,31,3
6,2,31,4
1,2,32,10
2,2,32,7
3,2,32,4
4,2,32,4
5,2,32,2
6,2,32,3
1,2,33,7
2,2,33,8
3,2,33,7
4,2,33,5
