6,220,5
1,1,2,9
2,1,2,12
3,1,2,14
4,1,2,16
5,1,2,20
6,1,2,17
1,1,3,9
2,1,3,6
3,1,3,8
4,1,3,11
5,1,3,10
6,1,3,12
1,1,4,6
2,1,4,3
3,1,4,7
4,1,4,9
5,1,4,7
6,1,4,7
1,1,5,11
2,1,5,8
3,1,5,5
4,1,5,6
5,1,5,7
6,1,5,6
1,1,6,20
2,1,6,19
3,1,6,19
4,1,6,20
5,1,6,18
6,1,6,16
1,1,7,12
2,1,7,10
3,1,7,13
4,1,7,17
5,1,7,14
6,1,7,14
1,1,8,3
2,1,8,5
3,1,8,7
4,1,8,8
5,1,8,10
6,1,8,13
1,1,9,0
2,1,9,4
3,1,9,7
4,1,9,4
5,1,9,3
6,1,9,7
1,1,10,18
2,1,10,15
3,1,10,19
4,1,10,19
5,1,10,18
6,1,10,20
1,1,11,8
2,1,11,6
3,1,11,7
4,1,11,4
5,1,11,6
6,1,11,9
1,1,12,3
2,1,12,5
3,1,12,8
4,1,12,5
5,1,12,5
6,1,12,6
1,1,13,16
2,1,13,15
3,1,13,19
4,1,13,19
5,1,13,16
6,1,13,18
1,1,14,11
2,1,14,9
3,1,14,11
4,1,14,8
5,1,14,8
6,1,14,5
1,1,15,1
2,1,15,2
3,1,15,3
4,1,15,6
5,1,15,7
6,1,15,7
1,1,16,0
2,1,16,2
3,1,16,1
4,1,16,0
5,1,16,3
6,1,16,3
1,1,17,17
2,1,17,14
3,1,17,17
4,1,17,19
5,1,17,19
6,1,17,20
1,1,18,3
2,1,18,4
3,1,18,4
4,1,18,1
5,1,18,5
6,1,18,2
1,1,19,9
2,1,19,8
3,1,19,12
4,1,19,13
5,1,19,12
6,1,19,16
1,1,20,2
2,1,20,0
3,1,20,0
4,1,20,3
5,1,20,5
6,1,20,6
1,1,21,11
2,1,21,13
3,1,21,13
4,1,21,17
5,1,21,15
6,1,21,17
1,1,22,19
2,1,22,18
3,1,22,20
4,1,22,20
5,1,22,18
6,1,22,16
1,1,23,13
2,1,23,15
3,1,23,14
4,1,23,17
5,1,23,14
6,1,23,11
1,1,24,4
2,1,24,6
3,1,24,7
4,1,24,11
5,1,24,10
6,1,24,7
1,1,25,15
2,1,25,18
3,1,25,16
4,1,25,17
5,1,25,16
6,1,25,13
1,1,26,5
2,1,26,3
3,1,26,1
4,1,26,3
5,1,26,0
6,1,26,0
1,1,27,18
2,1,27,15
3,1,27,18
4,1,27,17
5,1,27,18
6,1,27,15
1,1,28,6
2,1,28,4
3,1,28,6
4,1,28,6
5,1,28,9
6,1,28,10
1,1,29,19
2,1,29,20
3,1,29,20
4,1,29,18
5,1,29,20
6,1,29,18
1,1,30,3
2,1,30,0
3,1,30,1
4,1,30,0
5,1,30,3
6,1,30,6
1,1,31,5
2,1,31,7
3,1,31,6
4,1,31,3
5,1,31,0
6,1,31,0
1,1,32,11
2,1,32,14
3,1,32,17
4,1,32,15
5,1,32,16
6,1,32,14
1,1,33,9
2,1,33,13
3,1,33,16
4,1,33,17
5,1,33,18
6,1,33,16
1,1,34,3
2,1,34,2
3,1,34,5
4,1,34,8
5,1,34,9
6,1,34,11
1,1,35,18
2,1,35,20
3,1,35,18
4,1,35,17
5,1,35,14
6,1,35,18
1,1,36,4
2,1,36,4
3,1,36,8
4,1,36,9
5,1,36,10
6,1,36,12
1,1,37,15
2,1,37,13
3,1,37,11
4,1,37,9
5,1,37,8
6,1,37,10
1,1,38,17
2,1,38,16
3,1,38,13
4,1,38,10
5,1,38,9
6,1,38,11
1,1,39,14
2,1,39,12
3,1,39,12
4,1,39,10
5,1,39,7
6,1,39,10
1,1,40,0
