6,130,5
1,1,2,9
2,1,2,8
3,1,2,8
4,1,2,7
5,1,2,6
6,1,2,3
1,1,3,6
2,1,3,4
3,1,3,3
4,1,3,6
5,1,3,8
6,1,3,6
1,1,4,18
2,1,4,16
3,1,4,13
4,1,4,14
5,1,4,13
6,1,4,11
1,1,5,7
2,1,5,6
3,1,5,3
4,1,5,0
5,1,5,1
6,1,5,3
1,1,6,1
2,1,6,0
3,1,6,0
4,1,6,0
5,1,6,1
6,1,6,3
1,1,7,2
2,1,7,1
3,1,7,3
4,1,7,5
5,1,7,4
6,1,7,5
1,1,8,3
2,1,8,0
3,1,8,1
4,1,8,2
5,1,8,1
6,1,8,3
1,1,9,0
2,1,9,0
3,1,9,1
4,1,9,2
5,1,9,2
6,1,9,2
1,1,10,10
2,1,10,12
3,1,10,10
4,1,10,8
5,1,10,9
6,1,10,8
1,1,11,17
2,1,11,14
3,1,11,12
4,1,11,10
5,1,11,9
6,1,11,6
1,1,12,0
2,1,12,3
3,1,12,1
4,1,12,2
5,1,12,1
6,1,12,3
1,1,13,5
2,1,13,7
3,1,13,5
4,1,13,2
5,1,13,1
6,1,13,1
1,1,14,1
2,1,14,0
3,1,14,0
4,1,14,0
5,1,14,1
6,1,14,1
1,1,15,2
2,1,15,1
3,1,15,2
4,1,15,1
5,1,15,1
6,1,15,4
1,1,16,2
2,1,16,0
3,1,16,0
4,1,16,2
5,1,16,1
6,1,16,1
1,1,17,3
2,1,17,2
3,1,17,0
4,1,17,1
5,1,17,3
6,1,17,0
1,1,18,12
2,1,18,9
3,1,18,8
4,1,18,7
5,1,18,7
6,1,18,4
1,1,19,9
2,1,19,7
3,1,19,5
4,1,19,2
5,1,19,3
6,1,19,5
1,1,20,7
2,1,20,4
3,1,20,2
4,1,20,3
5,1,20,1
6,1,20,0
1,1,21,0
2,1,21,2
3,1,21,1
4,1,21,1
5,1,21,1
6,1,21,0
1,1,22,1
2,1,22,4
3,1,22,4
4,1,22,3
5,1,22,6
6,1,22,7
1,1,23,2
2,1,23,1
3,1,23,1
4,1,23,0
5,1,23,0
6,1,23,2
1,1,24,9
2,1,24,7
