6,40,5
1,1,2,3
2,1,2,4
3,1,2,3
4,1,2,1
5,1,2,0
6,1,2,0
1,1,3,18
2,1,3,17
3,1,3,16
4,1,3,14
5,1,3,14
6,1,3,13
1,1,4,13
2,1,4,13
3,1,4,14
4,1,4,12
5,1,4,16
6,1,4,16
1,1,5,17
2,1,5,18
3,1,5,17
4,1,5,15
5,1,5,16
6,1,5,19
1,1,6,6
2,1,6,8
3,1,6,9
4,1,6,7
5,1,6,7
6,1,6,5
1,1,7,12
2,1,7,10
3,1,7,13
4,1,7,16
5,1,7,19
6,1,7,17
1,1,8,17
2,1,8,19
3,1,8,20
4,1,8,19
5,1,8,20
6,1,8,18
1,1,9,9
2,1,9,7
3,1,9,11
4,1,9,10
5,1,9,9
6,1,9,13
1,1,10,18
2,1,10,17
3,1,10,15
4,1,10,18
5,1,10,19
6,1,10,17
1,1,11,3
2,1,11,5
3,1,11,3
4,1,11,0
5,1,11,0
6,1,11,0
1,1,12,18
2,1,12,19
3,1,12,16
4,1,12,18
5,1,12,20
6,1,12,18
1,1,13,10
2,1,13,11
3,1,13,11
4,1,13,10
5,1,13,7
6,1,13,7
1,1,14,5
2,1,14,9
3,1,14,6
4,1,14,5
5,1,14,5
6,1,14,5
1,1,15,9
2,1,15,10
3,1,15,8
4,1,15,6
5,1,15,10
6,1,15,10
1,1,16,16
2,1,16,14
3,1,16,17
4,1,16,16
5,1,16,17
6,1,16,16
1,1,17,3
2,1,17,0
3,1,17,1
4,1,17,5
5,1,17,2
6,1,17,5
1,1,18,11
2,1,18,11
3,1,18,8
4,1,18,11
5,1,18,15
6,1,18,18
1,1,19,18
2,1,19,17
3,1,19,15
4,1,19,18
5,1,19,20
6,1,19,17
1,1,20,14
2,1,20,14
3,1,20,12
4,1,20,16
5,1,20,19
6,1,20,19
1,1,21,2
2,1,21,3
3,1,21,2
4,1,21,1
5,1,21,1
6,1,21,2
1,1,22,13
2,1,22,13
3,1,22,12
4,1,22,16
5,1,22,19
6,1,22,18
1,1,23,0
2,1,23,4
3,1,23,4
4,1,23,8
5,1,23,5
6,1,23,5
1,1,24,14
2,1,24,13
3,1,24,12
4,1,24,13
5,1,24,16
6,1,24,18
1,1,25,2
2,1,25,4
3,1,25,5
4,1,25,4
5,1,25,5
6,1,25,2
1,1,26,2
2,1,26,5
3,1,26,7
4,1,26,4
5,1,26,3
6,1,26,6
1,1,27,10
2,1,27,14
3,1,27,16
4,1,27,13
5,1,27,12
6,1,27,11
1,1,28,20
2,1,28,18
3,1,28,18
4,1,28,18
5,1,28,17
6,1,28,18
1,1,29,1
2,1,29,2
3,1,29,5
4,1,29,2
5,1,29,5
6,1,29,5
1,1,30,18
2,1,30,16
3,1,30,15
4,1,30,15
5,1,30,17
6,1,30,14
1,1,31,6
2,1,31,5
3,1,31,2
4,1,31,5
5,1,31,2
