6,220,5
1,1,2,11
2,1,2,11
3,1,2,10
4,1,2,11
5,1,2,9
6,1,2,8
1,1,3,13
2,1,3,11
3,1,3,11
4,1,3,12
5,1,3,11
6,1,3,12
1,1,4,16
2,1,4,16
3,1,4,16
4,1,4,15
5,1,4,15
6,1,4,17
1,1,5,3
2,1,5,3
3,1,5,3
4,1,5,5
5,1,5,5
6,1,5,6
1,1,6,9
2,1,6,9
3,1,6,11
4,1,6,10
5,1,6,9
6,1,6,10
1,1,7,13
2,1,7,13
3,1,7,12
4,1,7,12
5,1,7,11
6,1,7,11
1,1,8,8
2,1,8,9
3,1,8,7
4,1,8,6
5,1,8,7
6,1,8,6
1,1,9,11
2,1,9,9
3,1,9,10
4,1,9,10
5,1,9,10
6,1,9,11
1,1,10,5
2,1,10,5
3,1,10,5
4,1,10,5
5,1,10,4
6,1,10,2
1,1,11,7
2,1,11,8
3,1,11,7
4,1,11,7
5,1,11,6
6,1,11,7
1,1,12,6
2,1,12,6
3,1,12,7
4,1,12,7
5,1,12,7
6,1,12,8
1,1,13,8
2,1,13,6
3,1,13,6
4,1,13,6
5,1,13,6
6,1,13,5
1,1,14,13
2,1,14,14
3,1,14,13
4,1,14,13
5,1,14,15
6,1,14,15
1,1,15,9
2,1,15,8
3,1,15,10
4,1,15,10
5,1,15,11
6,1,15,11
1,1,16,11
2,1,16,11
3,1,16,11
4,1,16,11
5,1,16,10
6,1,16,10
1,1,17,4
2,1,17,3
3,1,17,3
4,1,17,3
5,1,17,0
6,1,17,1
1,1,18,5
2,1,18,4
3,1,18,3
4,1,18,2
5,1,18,2
6,1,18,2
1,1,19,8
2,1,19,10
3,1,19,8
4,1,19,9
5,1,19,9
6,1,19,8
1,1,20,11
2,1,20,11
3,1,20,9
4,1,20,8
5,1,20,7
6,1,20,9
1,1,21,7
2,1,21,5
3,1,21,4
4,1,21,6
5,1,21,5
6,1,21,4
1,1,22,10
2,1,22,10
3,1,22,10
4,1,22,9
5,1,22,8
6,1,22,6
1,1,23,14
2,1,23,13
3,1,23,13
4,1,23,11
5,1,23,12
6,1,23,12
1,1,24,13
2,1,24,15
3,1,24,15
4,1,24,16
5,1,24,15
6,1,24,16
1,1,25,10
2,1,25,11
3,1,25,13
4,1,25,15
5,1,25,16
6,1,25,15
1,1,26,10
2,1,26,12
3,1,26,14
4,1,26,12
5,1,26,11
6,1,26,12
1,1,27,5
2,1,27,5
3,1,27,5
4,1,27,4
5,1,27,4
6,1,27,2
1,1,28,4
2,1,28,3
3,1,28,3
4,1,28,3
5,1,28,2
6,1,28,3
1,1,29,6
2,1,29,4
3,1,29,4
4,1,29,5
5,1,29,2
6,1,29,3
1,1,30,13
2,1,30,13
3,1,30,13
4,1,30,12
5,1,30,12
6,1,30,10
1,1,31,10
2,1,31,10
3,1,31,10
4,1,31,10
5,1,31,9
6,1,31,8
1,1,32,4
2,1,32,5
3,1,32,6
4,1,32,5
5,1,32,4
6,1,32,6
1,1,33,2
2,1,33,3
3,1,33,3
4,1,33,3
5,1,33,2
6,1,33,3
1,1,34,11
2,1,34,10
3,1,34,9
4,1,34,9
5,1,34,8
6,1,34,9
1,1,35,14
2,1,35,14
3,1,35,14
4,1,35,15
5,1,35,17
6,1,35,18
1,1,36,3
2,1,36,5
3,1,36,4
4,1,36,4
5,1,36,3
6,1,36,4
1,1,37,11
2,1,37,10
3,1,37,11
4,1,37,12
5,1,37,10
6,1,37,11
1,1,38,4
2,1,38,6
3,1,38,7
4,1,38,8
5,1,38,8
6,1,38,7
1,1,39,10
2,1,39,10
3,1,39,9
4,1,39,10
5,1,39,10
6,1,39,11
1,1,40,8
2,1,40,6
3,1,40,6
4,1,40,6
5,1,40,4
6,1,40,3
1,1,41,7
2,1,41,8
3,1,41,8
4,1,41,9
5,1,41,9
6,1,41,11
1,1,42,8
2,1,42,9
3,1,42,9
4,1,42,9
5,1,42,9
6,1,42,9
1,1,43,11
2,1,43,13
3,1,43,12
4,1,43,12
5,1,43,11
6,1,43,12
1,1,44,13
2,1,44,11
3,1,44,12
4,1,44,10
5,1,44,10
6,1,44,11
1,1,45,10
2,1,45,11
3,1,45,11
4,1,45,10
5,1,45,11
6,1,45,11
1,1,46,13
2,1,46,14
3,1,46,14
4,1,46,15
5,1,46,15
6,1,46,17
1,1,47,3
2,1,47,3
3,1,47,5
4,1,47,5
5,1,47,6
6,1,47,6
1,1,48,13
2,1,48,12
3,1,48,13
4,1,48,14
5,1,48,14
6,1,48,15
1,1,49,9
2,1,49,8
3,1,49,6
4,1,49,7
5,1,49,7
6,1,49,9
1,1,50,13
2,1,50,14
3,1,50,14
4,1,50,13
5,1,50,10
6,1,50,10
1,1,51,11
2,1,51,11
3,1,51,11
4,1,51,12
5,1,51,13
6,1,51,11
1,1,52,14
2,1,52,16
3,1,52,16
4,1,52,15
5,1,52,16
6,1,52,14
1,1,53,12
2,1,53,11
3,1,53,11
4,1,53,10
5,1,53,10
6,1,53,8
1,1,54,13
2,1,54,12
3,1,54,13
4,1,54,12
5,1,54,12
6,1,54,12
1,1,55,9
2,1,55,9
3,1,55,9
4,1,55,9
5,1,55,8
6,1,55,8
1,1,56,14
2,1,56,15
3,1,56,14
4,1,56,15
5,1,56,16
6,1,56,15
1,1,57,14
2,1,57,12
3,1,57,10
4,1,57,9
5,1,57,10
6,1,57,12
1,1,58,8
2,1,58,10
3,1,58,12
4,1,58,13
5,1,58,15
6,1,58,12
1,1,59,10
2,1,59,10
3,1,59,6
4,1,59,8
5,1,59,9
6,1,59,10
1,1,60,6
2,1,60,5
3,1,60,4
4,1,60,3
5,1,60,1
6,1,60,3
1,1,61,10
2,1,61,10
3,1,61,8
4,1,61,6
5,1,61,7
6,1,61,8
1,1,62,16
2,1,62,15
3,1,62,16
4,1,62,15
5,1,62,15
6,1,62,13
1,1,63,10
2,1,63,8
3,1,63,8
4,1,63,9
5,1,63,10
6,1,63,10
1,1,64,11
2,1,64,10
3,1,64,7
4,1,64,7
5,1,64,6
6,1,64,5
1,1,65,16
2,1,65,15
3,1,65,14
4,1,65,13
5,1,65,13
6,1,65,13
1,1,66,11
2,1,66,12
3,1,66,10
4,1,66,10
5,1,66,11
6,1,66,13
1,1,67,15
2,1,67,15
3,1,67,15
4,1,67,13
5,1,67,13
6,1,67,15
1,1,68,6
2,1,68,7
3,1,68,4
4,1,68,5
5,1,68,5
6,1,68,3
1,1,69,12
2,1,69,11
3,1,69,11
4,1,69,11
5,1,69,13
6,1,69,11
1,1,70,5
2,1,70,5
3,1,70,4
4,1,70,1
5,1,70,1
6,1,70,2
1,1,71,7
2,1,71,8
3,1,71,10
4,1,71,12
5,1,71,12
6,1,71,10
1,1,72,9
2,1,72,11
3,1,72,11
4,1,72,13
5,1,72,17
6,1,72,17
1,1,73,16
2,1,73,17
3,1,73,16
4,1,73,16
5,1,73,14
6,1,73,13
1,1,74,5
2,1,74,4
3,1,74,4
4,1,74,5
5,1,74,6
6,1,74,8
1,1,75,8
2,1,75,7
3,1,75,8
4,1,75,7
5,1,75,6
6,1,75,6
1,1,76,11
2,1,76,11
3,1,76,10
4,1,76,10
5,1,76,8
6,1,76,8
1,1,77,8
2,1,77,9
3,1,77,7
4,1,77,8
5,1,77,8
6,1,77,8
1,1,78,8
2,1,78,9
3,1,78,9
4,1,78,8
5,1,78,8
6,1,78,9
1,1,79,8
2,1,79,8
3,1,79,8
4,1,79,8
5,1,79,7
6,1,79,6
1,1,80,10
2,1,80,11
3,1,80,10
4,1,80,12
5,1,80,12
6,1,80,11
1,1,81,10
2,1,81,12
3,1,81,12
4,1,81,10
5,1,81,9
6,1,81,8
1,1,82,16
2,1,82,14
3,1,82,14
4,1,82,14
5,1,82,12
6,1,82,11
1,1,83,6
2,1,83,8
3,1,83,8
4,1,83,8
5,1,83,9
6,1,83,8
1,1,84,13
2,1,84,10
3,1,84,9
4,1,84,11
5,1,84,12
6,1,84,11
1,1,85,13
2,1,85,13
3,1,85,13
4,1,85,13
5,1,85,12
6,1,85,12
1,1,86,15
2,1,86,15
3,1,86,17
4,1,86,17
5,1,86,16
6,1,86,15
1,1,87,16
2,1,87,17
3,1,87,17
4,1,87,16
5,1,87,15
6,1,87,14
1,1,88,12
2,1,88,11
3,1,88,12
4,1,88,12
5,1,88,12
6,1,88,13
1,1,89,8
2,1,89,6
3,1,89,7
4,1,89,6
5,1,89,5
6,1,89,5
1,1,90,6
2,1,90,7
3,1,90,8
4,1,90,9
5,1,90,9
6,1,90,9
1,1,91,10
2,1,91,10
3,1,91,9
4,1,91,10
5,1,91,10
6,1,91,7
1,1,92,13
2,1,92,12
3,1,92,10
4,1,92,10
5,1,92,10
6,1,92,11
1,1,93,8
2,1,93,8
3,1,93,7
4,1,93,8
5,1,93,7
6,1,93,9
1,1,94,9
2,1,94,10
3,1,94,11
4,1,94,14
5,1,94,14
6,1,94,14
1,1,95,7
2,1,95,9
3,1,95,10
4,1,95,10
5,1,95,9
6,1,95,10
1,1,96,8
2,1,96,8
3,1,96,9
4,1,96,9
5,1,96,9
6,1,96,8
1,1,97,13
2,1,97,14
3,1,97,14
4,1,97,14
5,1,97,14
6,1,97,14
1,1,98,10
2,1,98,9
3,1,98,9
4,1,98,10
5,1,98,10
6,1,98,10
1,1,99,4
2,1,99,2
3,1,99,3
4,1,99,2
5,1,99,3
6,1,99,2
1,1,100,12
2,1,100,12
3,1,100,12
4,1,100,11
5,1,100,10
6,1,100,12
1,1,101,10
2,1,101,12
3,1,101,13
4,1,101,12
5,1,101,14
6,1,101,16
1,1,102,11
2,1,102,12
3,1,102,11
4,1,102,10
5,1,102,9
6,1,102,8
1,1,103,6
2,1,103,6
3,1,103,9
4,1,103,9
5,1,103,12
6,1,103,11
1,1,104,14
2,1,104,13
3,1,104,15
4,1,104,13
5,1,104,12
6,1,104,12
1,1,105,9
2,1,105,11
3,1,105,12
4,1,105,12
5,1,105,12
6,1,105,13
1,1,106,8
2,1,106,8
3,1,106,8
4,1,106,7
5,1,106,8
6,1,106,7
1,1,107,12
2,1,107,12
3,1,107,10
4,1,107,7
5,1,107,6
6,1,107,6
1,1,108,8
2,1,108,7
3,1,108,8
4,1,108,9
5,1,108,11
6,1,108,10
1,1,109,10
