12,50,10
1,1,1,0
1,1,2,0
1,1,3,1
1,1,4,1
1,1,5,1
1,1,6,0
1,1,7,0
1,1,8,0
1,1,9,0
1,1,10,1
1,1,11,0
1,1,12,0
1,1,13,1
1,1,14,0
1,1,15,1
1,1,16,0
1,1,17,1
1,1,18,1
1,1,19,0
1,1,20,1
1,1,21,0
1,1,22,0
1,1,23,1
1,1,24,0
1,1,25,0
1,1,26,0
1,1,27,0
1,1,28,0
1,1,29,0
1,1,30,0
1,1,31,1
1,1,32,0
1,1,33,0
1,1,34,0
1,1,35,1
1,1,36,1
1,1,37,0
1,1,38,0
1,1,39,1
1,1,40,1
1,1,41,1
1,1,42,0
1,1,43,0
1,1,44,1
1,1,45,1
1,1,46,0
1,1,47,0
1,1,48,1
1,1,49,1
1,1,50,1
1,2,1,0
1,2,2,1
1,2,3,0
1,2,4,1
1,2,5,1
1,2,6,1
1,2,7,0
1,2,8,0
1,2,9,1
1,2,10,1
1,2,11,0
1,2,12,1
1,2,13,1
1,2,14,1
1,2,15,0
1,2,16,1
1,2,17,0
1,2,18,0
1,2,19,0
1,2,20,0
1,2,21,0
1,2,22,1
1,2,23,1
1,2,24,1
1,2,25,0
1,2,26,1
1,2,27,0
1,2,28,1
1,2,29,0
1,2,30,1
1,2,31,0
1,2,32,0
1,2,33,0
1,2,34,0
1,2,35,1
1,2,36,0
1,2,37,0
1,2,38,1
1,2,39,1
1,2,40,1
1,2,41,1
1,2,42,1
1,2,43,1
1,2,44,1
1,2,45,0
1,2,46,1
1,2,47,1
1,2,48,1
1,2,49,0
1,2,50,1
1,3,1,0
1,3,2,0
1,3,3,1
1,3,4,0
1,3,5,1
1,3,6,1
1,3,7,1
1,3,8,1
1,3,9,1
1,3,10,1
1,3,11,0
1,3,12,0
1,3,13,0
1,3,14,1
1,3,15,1
1,3,16,0
1,3,17,0
1,3,18,1
1,3,19,1
1,3,20,1
1,3,21,0
1,3,22,0
1,3,23,1
1,3,24,0
1,3,25,1
1,3,26,1
1,3,27,0
1,3,28,0
1,3,29,1
1,3,30,0
1,3,31,0
1,3,32,0
1,3,33,0
1,3,34,0
1,3,35,1
1,3,36,0
1,3,37,0
1,3,38,0
1,3,39,1
1,3,40,1
1,3,41,1
1,3,42,0
1,3,43,1
1,3,44,1
1,3,45,0
1,3,46,1
1,3,47,0
1,3,48,1
1,3,49,1
1,3,50,1
1,4,1,0
1,4,2,1
1,4,3,0
1,4,4,1
1,4,5,1
1,4,6,1
1,4,7,0
1,4,8,0
1,4,9,0
1,4,10,1
1,4,11,0
1,4,12,1
1,4,13,0
1,4,14,0
1,4,15,0
1,4,16,1
1,4,17,0
1,4,18,0
1,4,19,1
1,4,20,1
1,4,21,1
1,4,22,1
1,4,23,1
1,4,24,1
1,4,25,1
1,4,26,0
1,4,27,1
1,4,28,1
1,4,29,1
1,4,30,0
1,4,31,1
1,4,32,1
1,4,33,0
1,4,34,0
1,4,35,0
1,4,36,0
1,4,37,1
1,4,38,0
1,4,39,0
1,4,40,0
1,4,41,0
1,4,42,1
1,4,43,0
1,4,44,0
1,4,45,1
1,4,46,0
1,4,47,1
1,4,48,0
1,4,49,1
1,4,50,1
1,5,1,1
1,5,2,1
1,5,3,1
1,5,4,1
1,5,5,1
1,5,6,1
1,5,7,0
1,5,8,1
1,5,9,0
1,5,10,1
1,5,11,1
1,5,12,0
1,5,13,0
1,5,14,0
1,5,15,1
1,5,16,0
1,5,17,0
1,5,18,1
1,5,19,1
1,5,20,1
1,5,21,0
1,5,22,1
1,5,23,1
1,5,24,1
1,5,25,0
1,5,26,0
1,5,27,0
1,5,28,1
1,5,29,0
1,5,30,1
1,5,31,1
1,5,32,1
1,5,33,1
1,5,34,0
1,5,35,1
1,5,36,0
1,5,37,0
1,5,38,1
1,5,39,0
1,5,40,0
1,5,41,1
1,5,42,1
1,5,43,0
1,5,44,0
1,5,45,0
1,5,46,0
1,5,47,1
1,5,48,0
1,5,49,0
1,5,50,1
1,6,1,1
1,6,2,1
1,6,3,1
1,6,4,1
1,6,5,0
1,6,6,1
1,6,7,1
1,6,8,1
1,6,9,0
1,6,10,1
1,6,11,1
1,6,12,1
1,6,13,1
1,6,14,1
1,6,15,0
1,6,16,0
1,6,17,0
1,6,18,1
1,6,19,1
1,6,20,1
1,6,21,0
1,6,22,1
1,6,23,1
1,6,24,0
1,6,25,1
1,6,26,0
1,6,27,1
1,6,28,1
1,6,29,0
1,6,30,1
1,6,31,0
1,6,32,0
1,6,33,0
1,6,34,0
1,6,35,1
1,6,36,0
1,6,37,0
1,6,38,0
1,6,39,1
1,6,40,0
1,6,41,1
1,6,42,1
1,6,43,1
1,6,44,0
1,6,45,1
1,6,46,1
1,6,47,1
1,6,48,0
1,6,49,0
1,6,50,0
1,7,1,0
1,7,2,0
1,7,3,0
1,7,4,1
1,7,5,1
1,7,6,0
1,7,7,1
1,7,8,1
1,7,9,1
1,7,10,0
1,7,11,1
1,7,12,1
1,7,13,1
1,7,14,0
1,7,15,1
1,7,16,1
1,7,17,1
1,7,18,1
1,7,19,1
1,7,20,1
1,7,21,1
1,7,22,0
1,7,23,1
1,7,24,0
1,7,25,0
1,7,26,1
1,7,27,1
1,7,28,1
1,7,29,1
1,7,30,0
1,7,31,1
1,7,32,0
1,7,33,1
1,7,34,0
1,7,35,0
1,7,36,1
1,7,37,0
1,7,38,0
1,7,39,0
1,7,40,0
1,7,41,1
1,7,42,0
1,7,43,1
1,7,44,0
1,7,45,0
1,7,46,1
1,7,47,1
1,7,48,0
1,7,49,0
1,7,50,0
1,8,1,0
1,8,2,1
1,8,3,1
1,8,4,1
1,8,5,1
1,8,6,1
1,8,7,0
1,8,8,0
1,8,9,0
1,8,10,1
1,8,11,0
1,8,12,1
1,8,13,1
1,8,14,1
1,8,15,1
1,8,16,0
1,8,17,0
1,8,18,0
1,8,19,0
1,8,20,0
1,8,21,1
1,8,22,1
1,8,23,0
1,8,24,0
1,8,25,0
1,8,26,1
1,8,27,1
1,8,28,0
1,8,29,0
1,8,30,1
1,8,31,1
1,8,32,0
1,8,33,1
1,8,34,0
1,8,35,0
1,8,36,1
1,8,37,0
1,8,38,1
1,8,39,0
1,8,40,0
1,8,41,0
1,8,42,0
1,8,43,1
1,8,44,1
1,8,45,0
1,8,46,0
1,8,47,1
1,8,48,0
1,8,49,1
1,8,50,0
1,9,1,1
1,9,2,0
1,9,3,0
1,9,4,1
1,9,5,0
1,9,6,0
1,9,7,1
1,9,8,0
1,9,9,1
1,9,10,0
1,9,11,0
1,9,12,1
1,9,13,1
1,9,14,1
1,9,15,1
1,9,16,1
1,9,17,0
1,9,18,1
1,9,19,0
1,9,20,1
1,9,21,0
1,9,22,0
1,9,23,1
1,9,24,1
1,9,25,0
1,9,26,0
1,9,27,0
1,9,28,0
1,9,29,1
1,9,30,0
1,9,31,1
1,9,32,1
1,9,33,1
1,9,34,0
1,9,35,1
1,9,36,1
1,9,37,0
1,9,38,1
1,9,39,0
1,9,40,0
1,9,41,0
1,9,42,1
1,9,43,1
1,9,44,0
1,9,45,0
1,9,46,1
1,9,47,1
1,9,48,1
1,9,49,0
1,9,50,0
1,10,1,0
1,10,2,1
1,10,3,0
1,10,4,0
1,10,5,0
1,10,6,1
1,10,7,0
1,10,8,0
1,10,9,0
1,10,10,1
1,10,11,1
1,10,12,1
1,10,13,1
1,10,14,0
1,10,15,1
1,10,16,1
1,10,17,1
1,10,18,0
1,10,19,1
1,10,20,0
1,10,21,0
1,10,22,0
1,10,23,1
1,10,24,1
1,10,25,0
1,10,26,1
1,10,27,1
1,10,28,1
1,10,29,0
1,10,30,0
1,10,31,0
1,10,32,1
1,10,33,0
1,10,34,0
1,10,35,1
1,10,36,0
1,10,37,1
1,10,38,0
1,10,39,0
1,10,40,0
1,10,41,1
1,10,42,0
1,10,43,1
1,10,44,1
1,10,45,1
1,10,46,1
1,10,47,1
1,10,48,1
1,10,49,1
1,10,50,0
1,11,1,0
1,11,2,0
1,11,3,1
1,11,4,1
1,11,5,1
1,11,6,0
1,11,7,0
1,11,8,0
1,11,9,0
1,11,10,1
1,11,11,0
1,11,12,1
1,11,13,1
1,11,14,1
1,11,15,0
1,11,16,1
1,11,17,0
1,11,18,1
1,11,19,0
1,11,20,1
1,11,21,1
1,11,22,0
1,11,23,1
1,11,24,0
1,11,25,1
1,11,26,1
1,11,27,1
1,11,28,1
1,11,29,1
1,11,30,1
1,11,31,1
1,11,32,1
1,11,33,0
1,11,34,0
1,11,35,1
1,11,36,0
1,11,37,1
1,11,38,0
1,11,39,1
1,11,40,1
1,11,41,0
1,11,42,0
1,11,43,0
1,11,44,0
1,11,45,0
1,11,46,1
1,11,47,1
1,11,48,1
1,11,49,0
1,11,50,1
1,12,1,1
1,12,2,0
1,12,3,0
1,12,4,1
1,12,5,1
1,12,6,1
1,12,7,1
1,12,8,0
1,12,9,1
1,12,10,0
1,12,11,0
1,12,12,0
1,12,13,1
1,12,14,0
1,12,15,1
1,12,16,0
1,12,17,0
1,12,18,1
1,12,19,1
1,12,20,0
1,12,21,1
1,12,22,1
1,12,23,0
1,12,24,1
1,12,25,0
1,12,26,0
1,12,27,0
1,12,28,1
1,12,29,0
1,12,30,1
1,12,31,1
1,12,32,0
1,12,33,1
1,12,34,0
1,12,35,0
1,12,36,1
1,12,37,0
1,12,38,0
1,12,39,0
1,12,40,1
1,12,41,1
1,12,42,1
1,12,43,1
1,12,44,0
1,12,45,0
1,12,46,1
1,12,47,1
1,12,48,1
1,12,49,0
1,12,50,0
1,13,1,1
1,13,2,1
1,13,3,1
1,13,4,0
1,13,5,0
1,13,6,1
1,13,7,1
1,13,8,1
1,13,9,1
1,13,10,0
1,13,11,0
1,13,12,0
1,13,13,1
1,13,14,0
1,13,15,1
1,13,16,0
1,13,17,0
1,13,18,1
1,13,19,0
1,13,20,1
1,13,21,0
1,13,22,1
1,13,23,1
1,13,24,0
1,13,25,0
1,13,26,0
1,13,27,1
1,13,28,1
1,13,29,0
1,13,30,0
1,13,31,0
1,13,32,0
1,13,33,1
1,13,34,1
1,13,35,0
1,13,36,0
1,13,37,1
1,13,38,0
1,13,39,1
1,13,40,0
1,13,41,0
1,13,42,0
1,13,43,1
1,13,44,1
1,13,45,1
1,13,46,0
1,13,47,1
1,13,48,1
1,13,49,0
1,13,50,0
1,14,1,0
1,14,2,0
1,14,3,0
1,14,4,0
1,14,5,1
1,14,6,1
1,14,7,0
1,14,8,1
1,14,9,0
1,14,10,0
1,14,11,0
1,14,12,1
1,14,13,1
1,14,14,1
1,14,15,1
1,14,16,1
1,14,17,1
1,14,18,0
1,14,19,0
1,14,20,1
1,14,21,1
1,14,22,0
1,14,23,1
1,14,24,0
1,14,25,0
1,14,26,0
1,14,27,1
1,14,28,0
1,14,29,0
1,14,30,0
1,14,31,1
1,14,32,1
1,14,33,0
1,14,34,0
1,14,35,1
1,14,36,1
1,14,37,0
1,14,38,1
1,14,39,0
1,14,40,1
1,14,41,0
1,14,42,1
1,14,43,1
1,14,44,0
1,14,45,0
1,14,46,1
1,14,47,0
1,14,48,0
1,14,49,0
1,14,50,1
1,15,1,1
1,15,2,0
1,15,3,0
1,15,4,0
1,15,5,1
1,15,6,0
1,15,7,0
1,15,8,0
1,15,9,1
1,15,10,1
1,15,11,1
1,15,12,1
1,15,13,1
1,15,14,0
1,15,15,1
1,15,16,0
1,15,17,0
1,15,18,0
1,15,19,1
1,15,20,1
1,15,21,0
1,15,22,1
1,15,23,1
1,15,24,0
1,15,25,0
1,15,26,0
1,15,27,0
1,15,28,0
1,15,29,1
1,15,30,1
1,15,31,1
1,15,32,1
1,15,33,0
1,15,34,0
1,15,35,0
1,15,36,1
1,15,37,0
1,15,38,1
1,15,39,1
1,15,40,1
1,15,41,1
1,15,42,0
1,15,43,1
1,15,44,1
1,15,45,1
1,15,46,0
1,15,47,1
1,15,48,1
1,15,49,0
1,15,50,1
1,16,1,1
1,16,2,0
1,16,3,1
1,16,4,0
1,16,5,1
1,16,6,1
1,16,7,1
1,16,8,0
1,16,9,0
1,16,10,0
1,16,11,1
1,16,12,1
1,16,13,0
1,16,14,1
1,16,15,1
1,16,16,1
1,16,17,1
1,16,18,0
1,16,19,0
1,16,20,1
1,16,21,1
1,16,22,1
1,16,23,1
1,16,24,1
1,16,25,1
1,16,26,1
1,16,27,1
1,16,28,0
1,16,29,1
1,16,30,0
1,16,31,1
1,16,32,1
1,16,33,0
1,16,34,1
1,16,35,1
1,16,36,1
1,16,37,0
1,16,38,0
1,16,39,1
1,16,40,0
1,16,41,1
1,16,42,1
1,16,43,1
1,16,44,1
1,16,45,0
1,16,46,0
1,16,47,1
1,16,48,1
1,16,49,0
1,16,50,1
1,17,1,1
1,17,2,0
1,17,3,1
1,17,4,1
1,17,5,1
1,17,6,0
1,17,7,1
1,17,8,1
1,17,9,1
1,17,10,0
1,17,11,1
1,17,12,1
1,17,13,1
1,17,14,0
1,17,15,1
1,17,16,0
1,17,17,1
1,17,18,1
1,17,19,1
1,17,20,1
1,17,21,1
1,17,22,1
1,17,23,1
1,17,24,0
1,17,25,1
1,17,26,0
1,17,27,0
1,17,28,0
1,17,29,0
1,17,30,0
1,17,31,0
1,17,32,1
1,17,33,0
1,17,34,0
1,17,35,0
1,17,36,1
1,17,37,0
1,17,38,1
1,17,39,1
1,17,40,0
1,17,41,0
1,17,42,0
1,17,43,0
1,17,44,0
1,17,45,0
1,17,46,0
1,17,47,1
1,17,48,0
1,17,49,1
1,17,50,1
1,18,1,0
1,18,2,0
1,18,3,0
1,18,4,0
1,18,5,0
1,18,6,0
1,18,7,0
1,18,8,1
1,18,9,0
1,18,10,1
1,18,11,1
1,18,12,1
1,18,13,0
1,18,14,1
1,18,15,1
1,18,16,0
1,18,17,1
1,18,18,0
1,18,19,1
1,18,20,1
1,18,21,0
1,18,22,0
1,18,23,0
1,18,24,1
1,18,25,1
1,18,26,1
1,18,27,1
1,18,28,1
1,18,29,1
1,18,30,0
1,18,31,1
1,18,32,1
1,18,33,1
1,18,34,1
1,18,35,1
1,18,36,1
1,18,37,1
1,18,38,1
1,18,39,1
1,18,40,1
1,18,41,0
1,18,42,1
1,18,43,0
1,18,44,0
1,18,45,0
1,18,46,1
1,18,47,1
1,18,48,0
1,18,49,1
1,18,50,0
1,19,1,0
1,19,2,1
1,19,3,1
1,19,4,1
1,19,5,0
1,19,6,0
1,19,7,1
1,19,8,1
1,19,9,1
1,19,10,0
1,19,11,1
1,19,12,1
1,19,13,1
1,19,14,0
1,19,15,0
1,19,16,0
